name|line
Finn|   Oh. Okay.
Lumpy Space Princess|  But you're the one who's hot, Finn!!
Finn|  Wow. Uh, thanks!
Lumpy Space Princess|  No... thank you. 
Jake|  LSP, YOU'RE WEARING GARBAGE FOR CLOTHES!!!!
Lumpy Space Princess|   Gotcha... 
Cuber|  Oh, hello.  Here for more graybles, I presume. Well you've come to the right computer-fable. Feast your eyes-mabel, on my holo-pyramid viewer and—  Huh? What's that? Not in the mood for graybles, you say? Oh dear. You okay? Did something fatlabel happen to you?  Oh, I see. You'd rather watch me buh-blabel a bird-house in my workshop.  Hm. More of a grayble man by trade. But okay! Come on! 
Cuber| Oh, hello again! As you can see, the bird-house is nearly complete! All that's left is where the door hole goes. But I can't remember.  Hm. Door hole. Wait! I just remembered! My door hole solution lies in one of tonight's scheduled graybles! Would you mind I look through them to find it?  OK!  Yeey! Here we go!
Jake|  Hey, Jake Jr.  You having fun at daddy's?
Jake Jr.| Hm? Oh. Sure dad.
Jake| OK. You seem kind of dump trucks.
Jake Jr.| What?
Jake|" You know, ""in the dumps."""
Jake Jr.| Oh, sorry. It's cool. I'm just thinking about the future, I guess. We're on, like, the bleeding edge of history. Everything ahead of us is totally unknown and there's no guarantee that things are going to be all right. It's exciting, but it's also pretty scary. You know?
Jake|   Sounds like my little baby girl wanna build a time machine!
Finn| Ooooh!
Jake Jr.| Guys, I don't—
Jake| No, no, no. Leave it up to your daddy and uncle Finn!  Yup.
Jake Jr.| OK, you guys have fun! I'm gonna get some more juice.  Mom has some weird taste in men. 
Finn|  Pssst. She's going back!
Jake|  Ding-ding!  Scre-e-e-ech! 
Finn|   Hello? Oh! Is that the machine part that I ordered?
Jake|  You just gotta sign for it, to prove you accepted delivery. 
Finn|  Ac-cept-tance.
Jake Jr.| Guys, I'm basically thirty. I'm not a little kid anymore!
Princess Bubblegum|  You're not a little kid anymore!
Cinnamon Bun|  WHY-Y-Y-Y!?
Princess Bubblegum| Cinnamon Bun, you can't sleep with a night-light anymore. You're basically thirty—it's starting to bum everyone out.
Cinnamon Bun|  I can't handle this denial of light!!!
Princess Bubblegum| Yeah, well—
Cinnamon Bun|  No-o-o-o-o-o-o-o-o!  Too dark.  No! It's too bright!  Ah! It's too dark!  Oh. A-ha. OK. This is nice.
Banana Guards|  
Cinnamon Bun| Ah! Too dark! 
Banana Guard|  Hey, Cinnabun!
Cinnamon Bun| I—need—soft—light!  Yeeargh!!
Ice King|  Yeeargh! How long has this been in here? I don't even remember buying this. Oh well—easy come, easy go.  Goodbye! Well, that wasn't so bad.   Hm. 
Ice King|  Ah! Nothing like a hard day's work to get them spirits a-lifted! 
Ice King|"  Great news, fellas! I finished all my chores, so we can start movie night early. Take your sits and will reveal the nominees. We got ""Baby Ballet,"" ""Blimby's ""WHO GOTS DA ABC'S"","" ""Airplanes Taking Off,"" —  Oh, wait! What's this one? ""Basic Mortality Season 1""!? Isn't this that show that everyone is talking about? I heard that this show is really good for penguins. Wow, that's really lucky for you guys, I'm a little jealous. Well anyway, good luck to all our nominees! OK, all in favor of ""Blimby's ""WHO GOTS DA ABC'S""""—raise your hands."
Ice King|" OK, all in favor of ""Baby Ballet""—raise your hands."
Ice King|" OK, all in favor of Air—What!? ""Baby Ballet""? Come on! Ugh! I should have never given you penguins the right to vote. Well, you may have numbers on your side, but I still have one trick up my sleeve. Bargaining. Whereby, you let me watch ""Basic Mortality,"" and I in return will do anything you want in the whole world. How 'bout it?"
Middle Penguin| Wenk.
Ice King| Algebraic!
Man| I know he was your partner.
Woman| Enough! Alan is not the super-murderer!
Ice King| I don't know about this show though—
Man| This, captain, is the most lamentable super-murder I've ever seen—and I've seen plenty.
Ice King| —might be a touch too dark.
Cinnamon Bun|  Too dark!   Too bright! 
Lemongrab 2|  Eat on it! 
Lemongrab|  Hm-m-m.
Lemongrab 2|  Hm.
Lemongrab 2| Oh, little Lemon-Sweets, our son.  So precious. You enjoy sitting in your chair?  What would you like to do now?  Go to bed.
Lemongrab| No, he wants to dance! 
Lemongrab 2|  Dearest brother, I really think Lemon-Sweets would rather go to bed. 
Lemongrab 2|  I'll fetch our son a sleeping bonnet.  Beautiful.    Brother, stop that!!
Lemongrab|   We hate you.
Lemongrab|  O-O-Only O-O-O-ONE!!! 
Lemongrab 2|  The end! My end!
Mr. Fox| My end... table, my love seat, yeah. Gee but it's great to be back home. It's always a blast visiting my cousin, city-Fox, at his future palace, but you just can't beat that old country steez. City-Fox's digs be mad sterile. Look a this. This was my grandpa's rug. Some bums let him have it 'cause it was so ugly.   And check out these classic stylings. They don't make 'em like this anymore!  Wow! Haha! Almost got me right in my both eyes!  Look at my bugs.  Man, I always did have the ugliest bugs. What are they doing? Selling each other houses?
Mr. Fox|"  Yes, siree, there's some things money can't buy.  You see that depression? You can't buy that, you gotta earn it. Boy, it's like I can almost see myself sleeping in there.   Wha—?  ""Dear conscious self, I know where some buried treasure is. I'll draw you a map. Love, subconscious self."" Oh my gosh, I'm gonna be rich!  "
Mr Fox| What the—?  Oh, no! My riches!
Cinnamon Bun|   Let me in!   It's too—bright!  Too dark!  
Mr. Fox| Cinnamon Bun, you!  Did a great job, on this hole wall. It's very rustic. 
Sub-conscious Mr. Fox| M-m-m-m, what a jerk.
Finn| What, a jerk?
Jake| Yeah, just give it a little jerk.
Finn| Now that's a time machine.
Jake| Hey, sweetie! Sweetie, look! Your time machine's all ready!
Jake Jr.| Aw yeah, you havin' fun, dad?
Jake| Aw, anything for my baby pup.
Jake Jr.| OK. As long as you're having fun.
Jake|  Time machine! 
Cuber| Ha-ha! There it is! You see? The birdhouse door—it's right above the peg thingy. Why didn't I think of that?  Well, I guess that's it for this week. I'll see you crimpy glimmers on the—what? What's that? You want to finish the grayble?  You want to see if you can still guess the theme?  You just want to see how it ends.  Well, let's get right to it, then. Ha-ha.
BMO| Stranger! Stranger! Stranger! Stranger! Stranger! 
BMO| Excuse me.
Jake Jr.|  HEY, why are you trying to steal my dad's stuff!?!
Cinnamon Bun| Hey, I need a night-light because I'm so scared!
Jake Jr.| Man, you can't steal, dummy.
Jake Jr.| Fine!  Here. NOW GET LOST!
Cinnamon Bun|   Yes! Take that, Princess Bubblegum! 
BMO| Jake Jr., I'm sorry for messing up your time travel.
Jake Jr.| Aw, that's OK.  It was just make-believe, anyways.
Finn| O-ho-ho, was it? Then how do you explain tomorrow's newspaper?
Finn| Haha! Time to protect the sun!
Jake| Ha ha! Yeah, he knows how to get things started.
Finn| Firepit number 1. Easy-peasy, livin' greasy! You wonder why they even put it there.
Jake| It's probably a computel gleetch.
Jake| Now comes some real trouble! It's Bouncy Bee! He's gonna get that sun, man!
Finn| Haha! Please.  Bleep!
Finn| I had my eyes closed on that one!
Jake| Yeah, that was cool. Oh, oh, you missed a coin, dude, go back!
Finn| I ain't in it for the money, man. I'm in it to crush the enemies of the sun. Like this sloppy butt right here.
Jake| Hunny Bunny!
Finn| I'm like, Hunny Bunny, don't you ever learn? I've always got the bomba! 
Jake| Man, you are hot tonight! Think you can do it this time? Can you beat Sleepy Sam?!
Finn| Oh, I very can!
Jake| Remember use a combo move!
Finn| Okay! Here goes.
Finn and Jake together| Up, down, left, left, right, right, down-
Jake| Spin, down, up, left, faster, dude! Right, left, down!
Finn| Aww! Every time!  BMO, this game is the worst! If we were really inside that game, man, we would crush Sleepy Sam. Breezily! With my mitts!
BMO| Oh no! It's much more dangerous than you think!
Finn| Whoa, whoa, wait!
Jake| BMO, is there a way for us to get in the game for real?
BMO| Yes, of course, Jake.  If I push this button-
BMO| If I push this button, you will both be dangerously transported into my main brain game frame where it is very dangerous!
Finn| Oh, man. Oh, BMO! You gotta let us in that game!
BMO| No! It's a far too dangerous incredible adventure for you! It's final.
Finn| Oh. Okay, BMO. Well, time for bed!
Jake| ...Finn?
Finn| Time for bed. Right, Jake? 
Jake| ...oh, right! Heh heh. Good night, BMO.  Time for bed! 
Finn| We're in the game!
Jake| Look! There's the sunshine we gotta protect!  And there's a hole we're supposed to go down!  And there's you...doing whatever you're doing. 
Finn|  I'm looking at my bits! My leg is math!
Jake|  Mmm. That sunshine feels good. Feels good all over!
Finn|  No wonder all the monsters in this game want to get their grubby mitts on it! Let's go kick their digital bootays!  Doo! Doo! Doo! Doo doo! Doo!
Jake|   Beep boop! Beep boop!
Finn|  ♫ We are in the computer world. We're computer boys, not computer girls. ♫
Jake|  ♫ In a game, I can be who I virtually am. ♫
Finn|  ♫ I can walk and sing, I can kill Silly Sam! ♫
Jake|   Hey, what stinks?  Smells like...
Finn|  Pit!  Looks a mite bigger inside the game...
Jake|  Jumpin' over this pit is easy, remember? We could do this backwards with our eyes closed!  Ahh! I'm burning!
Finn|  Jake!!
Jake|  Haha. What, man?
Finn|  Whaa?! Jake, what the shake?
Jake|  Check it out! Extra lives!
Finn|  You still have two left!
Jake|   Ow! It burns! Ow! Haha!
Finn|  Jake!
Jake|  
Finn|  Dude! What if losing all your lives in here makes you die in real life? Or worse?!
Jake|  ...that makes me just want to sit here and feel bad.
Finn|  No way, man! We're gonna cross that hole! With real-world grit! Come on!
Finn|  Faster, Jake! Get ready to stretch it!
Finn|  Watch out, Jake! 
Jake|  Ow! Whew! That was pretty intense, dude!
Finn|  We're pretty intense dudes!
Jake|  Yeah! 
Finn|  Ha!
Jake|  What's that sound?
Finn|  Sounds like... 
Finn and Jake|  Bouncy Bee!
Jake|  Whoa!
Finn|  Hi-yah!  Oh! 
Finn|  You ready to flippin' this guy up, Jake?
Jake|  Easy-peasy, livin' greasy!
Jake|  No! 
Jake|  Finn's dead! Finn! No!  Why?  NO!!! Curse this false virtual world!  Oh, Finn!
Finn|  Yo, what up?
Jake|  Oh, Finn! You're alive! 
Finn|  Yeah. I got extra lives, man!
Jake|  Oh my gosh. Let's never die again! There's nothing more precious than a life! Ooh, dude, look. Coins! Oh man, oh man!  Heeheehee!  Ooh! Oh, man, dude, these coins are thick! Let's take 'em back to the real world! We'll be filthy stinkin' rich!
Finn|  Whoa!
Finn and Jake|  Hunny Bunny!
Jake|  No!
Finn|  Time to use the bomba!  Come to me, bomba.  Bomba!  Oh, bomba! I can't select you without my controller!
Jake|  Let's get outta here, Finn!
Finn|  Man, we've never run away from Hunny Bunny!
Finn|  Firepit, Bouncy Bee, Hunny Bunny. They're supposed to be the easy parts! They're all hard as butts! Sleepy Sam is gonna be the ultimate butt-kicker!
Jake|  Look, Finn. The most important thing to remember is that I still have one giant coin.
Finn|  Man, get a hold of your brains! We need to stay alert for Sleepy Sam!
Jake|  Hey, that's him right there! 
Finn|  Get down!  What's he doing? He's probably trying to psych me out!  I'm gonna break you, Sam. When I'm done, they'll call you...uh, Stinky Sam. Stupid Frog.
Finn|   M-m-my mitts didn't- didn't work! Come on, help me punch him!
Jake|  Okay!
Jake|  Let's get outta here, man! We're gonna die!
Finn|  I can see the light! We're almost there!
Finn|  Oh no, man. It's the edge of the screen! We're trapped and they'll be here any second.
Jake|  Wait, dude! The bomba!
Finn|  We can't get the bomba!
Jake|  Wait, dude.  Hmm.
Finn|  Jake? Jake!
Jake|  What if I...? 
Finn|  That's not how it works!
Finn|  Jake, let go of that!
Jake|   But we need the bomba!
Jake|  Finn!
Finn|  Oh, holy cow! That was nuts, man!
Jake|  Yeah, man. And I got my coin!  What?! A penny?!  BMO!  Oh no! Are you alright buddy?
BMO|   Did you have to- oh no! Wait! Run!
Finn|  No, no, no! Don't kill us, man! No!
Jake|  Aw man, don't kill us! We don't have extra lives!
Sleepy Sam|  Oh wait. Hold up, guys. Check it out! Sunshine!
Sleepy Sam|  Oh boy, that feels good!
Hunny Bunny|  Alright! See ya later, Sam! 
Finn|   You mean, that's it? You're not gonna kill us?
Sleepy Sam|   Of course not. The game's over; we won! All we wanted was the sunshine. And to kill that computer that's been imprisoning us for so many years.
Finn|  ...what?
BMO|  Help! Oh no!
Finn and Jake|  BMO!
Sleepy Sam|  Oh sure. He's dangerous! If he hits his button again, back we go.
Finn|  BMO, quick! Hit your button!
BMO|  I can't, Finn! I'm stuck!
Sleepy Sam|  You want him to hit his button? What's wrong with you?!
Jake|  We'll save you, BMO! Finn, go!
BMO|  They're too strong! Use the combo move, Finn! The combo- 
Finn|  The combo move? That never works!
Jake|  Listen! You got this, man! I know you-  I know you can do it, buddy! You got this! 
Finn|   Okay, okay. You got this, Finn! For your friends!  Up! Down! Left! Left! Right! Right! Down! Spin! Down! Up! Left! Right! Left! Down! Spin! Up! Down! Jump!!
Finn|  Whoa.
Jake|  Woohoo!  You did it, Finn! I knew you had the stuff! Right, BMO?
Finn|  Oh, crud!
Jake|  BMO!
Finn|  I'm sorry, buddy!
BMO|  Finn, I told you about the danger! And now look! You fricasseed my stuff and broke our house all up!
Finn|  I know, I know. I was double butt. For real.  Man! Now that we know what to expect, next time will be way more fun!
Jake|  Yeah, yeah!
Finn|  How 'bout it, BMO? You in?
BMO|  
Finn|  Hey! Don't do the combo move on us!
Jake|  We were only joking!
Finn|  BMO! Stop messing around!
Jake|   Finn, oh my grosh, Finn! It was amazing!
Finn|  Whaaaa?
Jake|  I had a croak dream, Finn! My croak dream!
Finn|  Oh... my glob.
Jake|  
Finn|  For real? With the Cosmic Owl and everything?
Jake|  Mhmm!
Finn|  Whoa, a real croak dream?
Jake|  Yeah man!  There was a rocket ship , you weren't there , and there was a Banana Man  and I ran out of air and in outer space  and isn't that great Finn!
Finn|  Yeah, well no I mean, I don't want you to die! And where was I? I'm your best friend!
Jake|  Aww, come on Finn  There's nothing to worry about! Think about it, I don't know any Banana Man Finn and rocket ships haven't been reinvented yet! I'll probably live another hundred years, easy.
Finn|  Ummm... Yeah, yeah I guess. .
Jake|  Someones downstairs.
Finn|  I'll take a look. 
Jake|  Who is it?
Finn|  It's the Banana Man!
Jake|  
Finn|  Shhh!
